"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","PROKKA_11072017","PROKKA_11072017_DJ","PROKKA_11162017"
"group_2160","","hypothetical protein","2","2","1","5","3133","511","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","224","224","224","vin_ca_00195","vin_dj_00195",""
"group_2161","","hypothetical protein","2","2","1","5","3139","27","5","","311","311","311","vin_ca_00201","vin_dj_00201",""
"trpI","","HTH-type transcriptional regulator TrpI","2","2","1","5","3140","27","6","","896","896","896","vin_ca_00202","vin_dj_00202",""
"trpB","","Tryptophan synthase beta chain","2","2","1","5","3141","27","7","","1220","1220","1220","vin_ca_00203","vin_dj_00203",""
"trpA","","Tryptophan synthase alpha chain","2","2","1","5","3142","27","8","","809","809","809","vin_ca_00204","vin_dj_00204",""
"group_2165","","hypothetical protein","2","2","1","5","3143","27","9","","818","818","818","vin_ca_00205","vin_dj_00205",""
"group_2166","","hypothetical protein","2","2","1","5","3144","27","10","","899","899","899","vin_ca_00206","vin_dj_00206",""
"group_2167","","hypothetical protein","2","2","1","5","3145","27","11","","206","206","206","vin_ca_00207","vin_dj_00207",""
"cbpA","","Curved DNA-binding protein","2","2","1","5","3146","27","12","","941","941","941","vin_ca_00208","vin_dj_00208",""
"cbpM","","Chaperone modulatory protein CbpM","2","2","1","5","3147","27","13","","305","305","305","vin_ca_00209","vin_dj_00209",""
"group_2170","","hypothetical protein","2","2","1","5","3148","27","14","","803","803","803","vin_ca_00210","vin_dj_00210",""
"nimR","","HTH-type transcriptional regulator NimR","2","2","1","5","3149","27","15","","872","872","872","vin_ca_00211","vin_dj_00211",""
"fpvA_1","","Ferripyoverdine receptor","2","2","1","5","3150","27","16","","2369","2369","2369","vin_ca_00212","vin_dj_00212",""
"group_2173","","hypothetical protein","2","2","1","5","3151","27","17","","962","962","962","vin_ca_00213","vin_dj_00213",""
"fecI_2","","putative RNA polymerase sigma factor FecI","2","2","1","5","3152","27","4","","503","503","503","vin_ca_00214","vin_dj_00214",""
"group_2175","","hypothetical protein","2","2","1","5","3153","27","3","","269","269","269","vin_ca_00215","vin_dj_00215",""
"group_2176","","hypothetical protein","2","2","1","5","3154","27","2","","803","803","803","vin_ca_00216","vin_dj_00216",""
"group_2177","","hypothetical protein","2","2","1","5","3155","27","1","","212","212","212","vin_ca_00217","vin_dj_00217",""
"gsiB_1","","Glucose starvation-inducible protein B","2","2","1","5","3175","70","2","","287","287","287","vin_ca_00219","vin_dj_00219",""
"nucM","","Nuclease NucM","2","2","1","5","3176","70","3","","806","806","806","vin_ca_00220","vin_dj_00220",""
"group_2180","","hypothetical protein","2","2","1","5","3177","70","4","","311","311","311","vin_ca_00221","vin_dj_00221",""
"group_2181","","hypothetical protein","2","2","1","5","3178","70","5","","191","191","191","vin_ca_00222","vin_dj_00222",""
"group_2182","","hypothetical protein","2","2","1","5","3179","70","6","","425","425","425","vin_ca_00223","vin_dj_00223",""
"adhR","","HTH-type transcriptional regulator AdhR","2","2","1","5","3180","70","7","","470","470","470","vin_ca_00224","vin_dj_00224",""
"group_2184","","hypothetical protein","2","2","1","5","3181","70","8","","431","431","431","vin_ca_00225","vin_dj_00225",""
"cpo","","Non-heme chloroperoxidase","2","2","1","5","3182","70","9","","824","824","824","vin_ca_00226","vin_dj_00226",""
"group_2186","","hypothetical protein","2","2","1","5","3183","70","1","","2033","2033","2033","vin_ca_00227","vin_dj_00227",""
"ydjA_1","","Putative NAD(P)H nitroreductase YdjA","2","2","1","5","3185","400","1","","584","584","584","vin_ca_00229","vin_dj_00229",""
"group_2188","","hypothetical protein","2","2","1","5","3048","345","2","","1061","1061","1061","vin_ca_00232","vin_dj_00232",""
"group_2189","","hypothetical protein","2","2","1","5","3047","345","1","","236","236","236","vin_ca_00233","vin_dj_00233",""
"malL_1","","Oligo-1,6-glucosidase","2","2","1","5","3191","575","1","","1730","1730","1730","vin_ca_00235","vin_dj_00235",""
"group_2191","","hypothetical protein","2","2","1","5","3208","348","2","","311","311","311","vin_ca_00237","vin_dj_00237",""
"group_2192","","hypothetical protein","2","2","1","5","3209","348","1","","422","422","422","vin_ca_00238","vin_dj_00238",""
"group_2193","","hypothetical protein","2","2","1","5","3207","116","1","","212","212","212","vin_ca_00240","vin_dj_00240",""
"group_2194","","hypothetical protein","2","2","1","5","3206","116","2","","197","197","197","vin_ca_00241","vin_dj_00241",""
"phnE_1","","Phosphate-import permease protein PhnE","2","2","1","5","3205","116","3","","818","818","818","vin_ca_00242","vin_dj_00242",""
"phnD_1","","Phosphate-import protein PhnD","2","2","1","5","3204","116","6","","890","890","890","vin_ca_00243","vin_dj_00243",""
"tcyN","","L-cystine import ATP-binding protein TcyN","2","2","1","5","3203","116","5","","848","848","848","vin_ca_00244","vin_dj_00244",""
"group_2198","","hypothetical protein","2","2","1","5","3202","116","4","","485","485","485","vin_ca_00245","vin_dj_00245",""
"group_2199","","hypothetical protein","2","2","1","5","3220","313","1","","692","692","692","vin_ca_00250","vin_dj_00250",""
"group_22","","hypothetical protein","2","2","1","5","4448","14","10","","476","476","476","vin_ca_00867","vin_dj_00867",""
"fdxN","","Ferredoxin-1","2","2","1","5","3221","313","2","","197","197","197","vin_ca_00251","vin_dj_00251",""
"pcaK_1","","4-hydroxybenzoate transporter PcaK","2","2","1","5","3044","108","1","","1376","1376","1376","vin_ca_00253","vin_dj_00253",""
"moeZ","","putative adenylyltransferase/sulfurtransferase MoeZ","2","2","1","5","3043","108","2","","1133","1133","1133","vin_ca_00254","vin_dj_00254",""
"thiF","","Sulfur carrier protein ThiS adenylyltransferase","2","2","1","5","3042","108","3","","764","764","764","vin_ca_00255","vin_dj_00255",""
"cysO","","Sulfur carrier protein CysO","2","2","1","5","3041","108","4","","272","272","272","vin_ca_00256","vin_dj_00256",""
"group_2205","","hypothetical protein","2","2","1","5","3040","108","5","","527","527","527","vin_ca_00257","vin_dj_00257",""
"group_2206","","hypothetical protein","2","2","1","5","3039","108","6","","548","548","548","vin_ca_00258","vin_dj_00258",""
"group_2207","","hypothetical protein","2","2","1","5","6367","577","1","","368","368","368","vin_ca_00269","vin_dj_00269",""
"mtgA","","Biosynthetic peptidoglycan transglycosylase","2","2","1","5","6379","676","1","","746","746","746","vin_ca_00278","vin_dj_00278",""
"hemN_1","","Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR","2","2","1","5","6384","469","1","","1196","1196","1196","vin_ca_00283","vin_dj_00283",""
"group_2210","","hypothetical protein","2","2","1","5","6364","602","1","","566","566","566","vin_ca_00298","vin_dj_00298",""
"rsmE","","Ribosomal RNA small subunit methyltransferase E","2","2","1","5","6410","188","1","","719","719","719","vin_ca_00302","vin_dj_00302",""
"group_2212","","hypothetical protein","2","2","1","5","6411","188","2","","539","539","539","vin_ca_00303","vin_dj_00303",""
"bioA","","Adenosylmethionine-8-amino-7-oxononanoate aminotransferase","2","2","1","5","6412","188","3","","1406","1406","1406","vin_ca_00304","vin_dj_00304",""
"pao","","Pseudooxynicotine oxidase","2","2","1","5","6413","188","4","","1574","1574","1574","vin_ca_00305","vin_dj_00305",""
"yceI","","Protein YceI","2","2","1","5","6359","229","1","","578","578","578","vin_ca_00307","vin_dj_00307",""
"group_2216","","hypothetical protein","2","2","1","5","6328","229","2","","449","449","449","vin_ca_00308","vin_dj_00308",""
"divJ","","Histidine protein kinase DivJ","2","2","1","5","6329","229","3","","2873","2873","2873","vin_ca_00309","vin_dj_00309",""
"group_2218","","hypothetical protein","2","2","1","5","6331","697","1","","455","455","455","vin_ca_00311","vin_dj_00311",""
"group_2219","","hypothetical protein","2","2","1","5","6335","337","2","","1223","1223","1223","vin_ca_00313","vin_dj_00313",""
"group_2220","","hypothetical protein","2","2","1","5","6336","337","1","","302","302","302","vin_ca_00314","vin_dj_00314",""
"yraA_1","","Putative cysteine protease YraA","2","2","1","5","6347","523","1","","560","560","560","vin_ca_00319","vin_dj_00319",""
"group_2222","","hypothetical protein","2","2","1","5","6351","190","4","","230","230","230","vin_ca_00321","vin_dj_00321",""
"group_2223","","hypothetical protein","2","2","1","5","6352","190","3","","1409","1409","1409","vin_ca_00322","vin_dj_00322",""
"group_2224","","hypothetical protein","2","2","1","5","6353","190","2","","1154","1154","1154","vin_ca_00323","vin_dj_00323",""
"group_2225","","hypothetical protein","2","2","1","5","6354","190","1","","1067","1067","1067","vin_ca_00324","vin_dj_00324",""
"ggt","","Gamma-glutamyltranspeptidase","2","2","1","5","6355","693","1","","1682","1682","1682","vin_ca_00326","vin_dj_00326",""
"ligB_1","","DNA ligase B","2","2","1","5","6423","315","2","","1682","1682","1682","vin_ca_00337","vin_dj_00337",""
"group_2228","","Transcriptional regulator","2","2","1","5","6424","562","1","","1220","1220","1220","vin_ca_00339","vin_dj_00339",""
"group_2229","","hypothetical protein","2","2","1","5","5611","475","1","","386","386","386","vin_ca_00344","vin_dj_00344",""
"msuD","","Methanesulfonate monooxygenase","2","2","1","5","5617","63","5","","998","998","998","vin_ca_00348","vin_dj_00348",""
"panE_1","","putative 2-dehydropantoate 2-reductase","2","2","1","5","5618","63","6","","944","944","944","vin_ca_00349","vin_dj_00349",""
"group_2232","","hypothetical protein","2","2","1","5","5619","63","7","","392","392","392","vin_ca_00350","vin_dj_00350",""
"group_2233","","hypothetical protein","2","2","1","5","5620","63","8","","1004","1004","1004","vin_ca_00351","vin_dj_00351",""
"ssuA_1","","Putative aliphatic sulfonates-binding protein","2","2","1","5","5621","63","9","","989","989","989","vin_ca_00352","vin_dj_00352",""
"group_2235","","putative transporter","2","2","1","5","5622","63","4","","1205","1205","1205","vin_ca_00353","vin_dj_00353",""
"nemA_1","","N-ethylmaleimide reductase","2","2","1","5","5623","63","3","","233","233","233","vin_ca_00354","vin_dj_00354",""
"dmlR_1","","HTH-type transcriptional regulator DmlR","2","2","1","5","5624","63","2","","905","905","905","vin_ca_00355","vin_dj_00355",""
"fdhD","","Sulfurtransferase FdhD","2","2","1","5","5625","63","1","","827","827","827","vin_ca_00356","vin_dj_00356",""
"fdhE","","Protein FdhE","2","2","1","5","5610","678","1","","914","914","914","vin_ca_00360","vin_dj_00360",""
"fecI_3","","putative RNA polymerase sigma factor FecI","2","2","1","5","5638","66","5","","566","566","566","vin_ca_00362","vin_dj_00362",""
"group_2241","","hypothetical protein","2","2","1","5","5639","66","6","","1007","1007","1007","vin_ca_00363","vin_dj_00363",""
"fpvA_2","","Ferripyoverdine receptor","2","2","1","5","5640","66","7","","1613","1613","1613","vin_ca_00364","vin_dj_00364",""
"fpvA_3","","Ferripyoverdine receptor","2","2","1","5","5641","66","8","","743","743","743","vin_ca_00365","vin_dj_00365",""
"phaC_1","","Poly(3-hydroxyalkanoate) polymerase subunit PhaC","2","2","1","5","5642","66","9","","2744","2744","2744","vin_ca_00366","vin_dj_00366",""
"group_2245","","hypothetical protein","2","2","1","5","5643","66","4","","539","539","539","vin_ca_00367","vin_dj_00367",""
"group_2246","","hypothetical protein","2","2","1","5","5644","66","3","","488","488","488","vin_ca_00368","vin_dj_00368",""
"group_2247","","hypothetical protein","2","2","1","5","5645","66","2","","272","272","272","vin_ca_00369","vin_dj_00369",""
"group_2248","","hypothetical protein","2","2","1","5","5646","66","1","","269","269","269","vin_ca_00370","vin_dj_00370",""
"aaeB","","p-hydroxybenzoic acid efflux pump subunit AaeB","2","2","1","5","5608","377","1","","2177","2177","2177","vin_ca_00373","vin_dj_00373",""
"oprM_1","","Outer membrane protein OprM","2","2","1","5","5609","377","2","","1514","1514","1514","vin_ca_00374","vin_dj_00374",""
"group_2251","","hypothetical protein","2","2","1","5","5652","175","1","","1004","1004","1004","vin_ca_00376","vin_dj_00376",""
"group_2252","","hypothetical protein","2","2","1","5","5653","175","2","","368","368","368","vin_ca_00377","vin_dj_00377",""
"group_2253","","hypothetical protein","2","2","1","5","5654","175","4","","857","857","857","vin_ca_00378","vin_dj_00378",""
"cpdA_1","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","2","2","1","5","5655","175","3","","755","755","755","vin_ca_00379","vin_dj_00379",""
"group_2255","","hypothetical protein","2","2","1","5","6791","32","1","","599","599","599","vin_ca_00381","vin_dj_00381",""
"group_2256","","hypothetical protein","2","2","1","5","6792","32","2","","356","356","356","vin_ca_00382","vin_dj_00382",""
"group_2257","","hypothetical protein","2","2","1","5","6793","32","3","","263","263","263","vin_ca_00383","vin_dj_00383",""
"group_2258","","hypothetical protein","2","2","1","5","6794","32","4","","431","431","431","vin_ca_00384","vin_dj_00384",""
"glk_1","","Glucokinase","2","2","1","5","6795","32","5","","968","968","968","vin_ca_00385","vin_dj_00385",""
"cetB","","2-epi-5-epi-valiolone epimerase","2","2","1","5","6796","32","6","","458","458","458","vin_ca_00386","vin_dj_00386",""
"fucP_2","","L-fucose-proton symporter","2","2","1","5","6797","32","7","","1289","1289","1289","vin_ca_00387","vin_dj_00387",""
"group_2262","","hypothetical protein","2","2","1","5","6798","32","8","","629","629","629","vin_ca_00388","vin_dj_00388",""
"group_2263","","hypothetical protein","2","2","1","5","6799","32","9","","362","362","362","vin_ca_00389","vin_dj_00389",""
"group_2264","","hypothetical protein","2","2","1","5","6800","32","10","","743","743","743","vin_ca_00390","vin_dj_00390",""
"group_2265","","hypothetical protein","2","2","1","5","6801","32","11","","242","242","242","vin_ca_00391","vin_dj_00391",""
"group_2266","","hypothetical protein","2","2","1","5","6802","32","12","","185","185","185","vin_ca_00392","vin_dj_00392",""
"group_2267","","hypothetical protein","2","2","1","5","6803","32","13","","230","230","230","vin_ca_00394","vin_dj_00394",""
"higB-2_1","","Toxin HigB-2","2","2","1","5","6804","32","14","","314","314","314","vin_ca_00395","vin_dj_00395",""
"higA-2_1","","Antitoxin HigA-2","2","2","1","5","6805","32","15","","284","284","284","vin_ca_00396","vin_dj_00396",""
"group_2270","","hypothetical protein","2","2","1","5","6806","491","1","","311","311","311","vin_ca_00398","vin_dj_00398",""
"intA_1","","Prophage integrase IntA","2","2","1","5","5555","376","2","","554","554","554","vin_ca_00400","vin_dj_00400",""
"group_2272","","hypothetical protein","2","2","1","5","5554","376","1","","1235","1235","1235","vin_ca_00402","vin_dj_00402",""
"group_2273","","hypothetical protein","2","2","1","5","6294","394","1","","530","530","530","vin_ca_00406","vin_dj_00406",""
"asrA","","Anaerobic sulfite reductase subunit A","2","2","1","5","6295","394","2","","1148","1148","1148","vin_ca_00407","vin_dj_00407",""
"hoxH","","NAD-reducing hydrogenase HoxS subunit beta","2","2","1","5","6310","118","1","","1289","1289","1289","vin_ca_00411","vin_dj_00411",""
"group_2276","","hypothetical protein","2","2","1","5","6309","118","2","","482","482","482","vin_ca_00412","vin_dj_00412",""
"cptA","","Phosphoethanolamine transferase CptA","2","2","1","5","6308","118","6","","1769","1769","1769","vin_ca_00413","vin_dj_00413",""
"group_2278","","hypothetical protein","2","2","1","5","6307","118","5","","1076","1076","1076","vin_ca_00414","vin_dj_00414",""
"group_2279","","hypothetical protein","2","2","1","5","6306","118","4","","563","563","563","vin_ca_00415","vin_dj_00415",""
"group_2280","","hypothetical protein","2","2","1","5","6305","118","3","","221","221","221","vin_ca_00416","vin_dj_00416",""
